Timestamp,Std0p0
2020/1/1 0:00,0
2020/1/1 1:00,0.063123864
2020/1/1 2:00,0.125999922
2020/1/1 3:00,0.188381348
2020/1/1 4:00,0.250023265
2020/1/1 5:00,0.310683717
2020/1/1 6:00,0.370124619
2020/1/1 7:00,0.428112703
2020/1/1 8:00,0.48442043
2020/1/1 9:00,0.538826895
2020/1/1 10:00,0.591118697
2020/1/1 11:00,0.641090779
2020/1/1 12:00,0.688547239
2020/1/1 13:00,0.733302105
2020/1/1 14:00,0.775180065
2020/1/1 15:00,0.814017161
2020/1/1 16:00,0.849661437
2020/1/1 17:00,0.881973536
2020/1/1 18:00,0.910827252
2020/1/1 19:00,0.93611003
2020/1/1 20:00,0.957723405
2020/1/1 21:00,0.975583394
2020/1/1 22:00,0.989620829
2020/1/1 23:00,0.999781624
2020/1/2 0:00,1.006026995
2020/1/2 1:00,1.008333611
2020/1/2 2:00,1.006693684
2020/1/2 3:00,1.001115001
2020/1/2 4:00,0.991620895
2020/1/2 5:00,0.97825015
2020/1/2 6:00,0.96105685
2020/1/2 7:00,0.940110164
2020/1/2 8:00,0.915494075
2020/1/2 9:00,0.887307047
2020/1/2 10:00,0.855661637
2020/1/2 11:00,0.82068405
2020/1/2 12:00,0.782513643
2020/1/2 13:00,0.741302372
2020/1/2 14:00,0.697214195
2020/1/2 15:00,0.650424423
2020/1/2 16:00,0.60111903
2020/1/2 17:00,0.549493917
2020/1/2 18:00,0.495754141
2020/1/2 19:00,0.440113103
2020/1/2 20:00,0.382791708
2020/1/2 21:00,0.324017494
2020/1/2 22:00,0.264023732
2020/1/2 23:00,0.203048503
2020/1/3 0:00,0.141333767
2020/1/3 1:00,0.079124397
2020/1/3 2:00,0.016667222
2020/1/3 3:00,-0.045789953
2020/1/3 4:00,-0.107999322
2020/1/3 5:00,-0.169714059
2020/1/3 6:00,-0.230689287
2020/1/3 7:00,-0.29068305
2020/1/3 8:00,-0.349457264
2020/1/3 9:00,-0.406778658
2020/1/3 10:00,-0.462419696
2020/1/3 11:00,-0.516159473
2020/1/3 12:00,-0.567784586
2020/1/3 13:00,-0.617089979
2020/1/3 14:00,-0.66387975
2020/1/3 15:00,-0.707967927
2020/1/3 16:00,-0.749179198
2020/1/3 17:00,-0.787349605
2020/1/3 18:00,-0.822327192
2020/1/3 19:00,-0.853972602
2020/1/3 20:00,-0.88215963
2020/1/3 21:00,-0.906775719
2020/1/3 22:00,-0.927722405
2020/1/3 23:00,-0.944915706
2020/1/4 0:00,-0.958286451
2020/1/4 1:00,-0.967780557
2020/1/4 2:00,-0.97335924
2020/1/4 3:00,-0.974999167
2020/1/4 4:00,-0.972692551
2020/1/4 5:00,-0.966447179
2020/1/4 6:00,-0.956286384
2020/1/4 7:00,-0.94224895
2020/1/4 8:00,-0.924388961
2020/1/4 9:00,-0.902775586
2020/1/4 10:00,-0.877492808
2020/1/4 11:00,-0.848639091
2020/1/4 12:00,-0.816326992
2020/1/4 13:00,-0.780682717
2020/1/4 14:00,-0.741845621
2020/1/4 15:00,-0.699967661
2020/1/4 16:00,-0.655212795
2020/1/4 17:00,-0.607756334
2020/1/4 18:00,-0.557784252
2020/1/4 19:00,-0.505492451
2020/1/4 20:00,-0.451085985
2020/1/4 21:00,-0.394778258
2020/1/4 22:00,-0.336790175
2020/1/4 23:00,-0.277349272
2020/1/5 0:00,-0.21668882
2020/1/5 1:00,-0.155046903
2020/1/5 2:00,-0.092665478
2020/1/5 3:00,-0.029789419
2020/1/5 4:00,0.033334444
2020/1/5 5:00,0.096458308
2020/1/5 6:00,0.159334367
2020/1/5 7:00,0.221715792
2020/1/5 8:00,0.283357709
2020/1/5 9:00,0.344018161
2020/1/5 10:00,0.403459064
2020/1/5 11:00,0.461447147
2020/1/5 12:00,0.517754874
2020/1/5 13:00,0.572161339
2020/1/5 14:00,0.624453141
2020/1/5 15:00,0.674425223
2020/1/5 16:00,0.721881684
2020/1/5 17:00,0.76663655
2020/1/5 18:00,0.808514509
2020/1/5 19:00,0.847351606
2020/1/5 20:00,0.882995881
2020/1/5 21:00,0.91530798
2020/1/5 22:00,0.944161697
2020/1/5 23:00,0.969444475
2020/1/6 0:00,0.99105785
2020/1/6 1:00,1.008917839
2020/1/6 2:00,1.022955273
2020/1/6 3:00,1.033116068
2020/1/6 4:00,1.03936144
2020/1/6 5:00,1.041668056
2020/1/6 6:00,1.040028128
2020/1/6 7:00,1.034449446
2020/1/6 8:00,1.02495534
2020/1/6 9:00,1.011584595
2020/1/6 10:00,0.994391294
2020/1/6 11:00,0.973444608
2020/1/6 12:00,0.948828519
2020/1/6 13:00,0.920641491
2020/1/6 14:00,0.888996081
2020/1/6 15:00,0.854018494
2020/1/6 16:00,0.815848087
2020/1/6 17:00,0.774636816
2020/1/6 18:00,0.730548639
2020/1/6 19:00,0.683758868
2020/1/6 20:00,0.634453475
2020/1/6 21:00,0.582828362
2020/1/6 22:00,0.529088585
2020/1/6 23:00,0.473447547
2020/1/7 0:00,0.416126153
2020/1/7 1:00,0.357351939
2020/1/7 2:00,0.297358176
2020/1/7 3:00,0.236382948
2020/1/7 4:00,0.174668211
2020/1/7 5:00,0.112458842
2020/1/7 6:00,0.050001667
2020/1/7 7:00,-0.012455508
2020/1/7 8:00,-0.074664878
2020/1/7 9:00,-0.136379615
2020/1/7 10:00,-0.197354843
2020/1/7 11:00,-0.257348605
2020/1/7 12:00,-0.316122819
2020/1/7 13:00,-0.373444214
2020/1/7 14:00,-0.429085252
2020/1/7 15:00,-0.482825028
2020/1/7 16:00,-0.534450141
2020/1/7 17:00,-0.583755534
2020/1/7 18:00,-0.630545306
2020/1/7 19:00,-0.674633483
2020/1/7 20:00,-0.715844754
2020/1/7 21:00,-0.754015161
2020/1/7 22:00,-0.788992748
2020/1/7 23:00,-0.820638158
2020/1/8 0:00,-0.848825186
2020/1/8 1:00,-0.873441275
2020/1/8 2:00,-0.894387961
2020/1/8 3:00,-0.911581261
2020/1/8 4:00,-0.924952006
2020/1/8 5:00,-0.934446112
2020/1/8 6:00,-0.940024795
2020/1/8 7:00,-0.941664722
2020/1/8 8:00,-0.939358106
2020/1/8 9:00,-0.933112735
2020/1/8 10:00,-0.92295194
2020/1/8 11:00,-0.908914506
2020/1/8 12:00,-0.891054516
2020/1/8 13:00,-0.869441141
2020/1/8 14:00,-0.844158364
2020/1/8 15:00,-0.815304647
2020/1/8 16:00,-0.782992548
2020/1/8 17:00,-0.747348272
2020/1/8 18:00,-0.708511176
2020/1/8 19:00,-0.666633216
2020/1/8 20:00,-0.62187835
2020/1/8 21:00,-0.57442189
2020/1/8 22:00,-0.524449808
2020/1/8 23:00,-0.472158006
2020/1/9 0:00,-0.417751541
2020/1/9 1:00,-0.361443814
2020/1/9 2:00,-0.30345573
2020/1/9 3:00,-0.244014828
2020/1/9 4:00,-0.183354376
2020/1/9 5:00,-0.121712459
2020/1/9 6:00,-0.059331033
2020/1/9 7:00,0.003545025
2020/1/9 8:00,0.066668889
2020/1/9 9:00,0.129792753
2020/1/9 10:00,0.192668811
2020/1/9 11:00,0.255050237
2020/1/9 12:00,0.316692154
2020/1/9 13:00,0.377352606
2020/1/9 14:00,0.436793508
2020/1/9 15:00,0.494781592
2020/1/9 16:00,0.551089319
2020/1/9 17:00,0.605495784
2020/1/9 18:00,0.657787586
2020/1/9 19:00,0.707759668
2020/1/9 20:00,0.755216128
2020/1/9 21:00,0.799970994
2020/1/9 22:00,0.841848954
2020/1/9 23:00,0.88068605
2020/1/10 0:00,0.916330326
2020/1/10 1:00,0.948642425
2020/1/10 2:00,0.977496141
2020/1/10 3:00,1.002778919
2020/1/10 4:00,1.024392294
2020/1/10 5:00,1.042252283
2020/1/10 6:00,1.056289717
2020/1/10 7:00,1.066450513
2020/1/10 8:00,1.072695884
2020/1/10 9:00,1.0750025
2020/1/10 10:00,1.073362573
2020/1/10 11:00,1.06778389
2020/1/10 12:00,1.058289784
2020/1/10 13:00,1.044919039
2020/1/10 14:00,1.027725739
2020/1/10 15:00,1.006779053
2020/1/10 16:00,0.982162964
2020/1/10 17:00,0.953975936
2020/1/10 18:00,0.922330526
2020/1/10 19:00,0.887352939
2020/1/10 20:00,0.849182532
2020/1/10 21:00,0.807971261
2020/1/10 22:00,0.763883084
2020/1/10 23:00,0.717093312
2020/1/11 0:00,0.667787919
2020/1/11 1:00,0.616162806
2020/1/11 2:00,0.56242303
2020/1/11 3:00,0.506781992
2020/1/11 4:00,0.449460597
2020/1/11 5:00,0.390686383
2020/1/11 6:00,0.330692621
2020/1/11 7:00,0.269717392
2020/1/11 8:00,0.208002656
2020/1/11 9:00,0.145793286
2020/1/11 10:00,0.083336111
2020/1/11 11:00,0.020878936
2020/1/11 12:00,-0.041330433
2020/1/11 13:00,-0.10304517
2020/1/11 14:00,-0.164020398
2020/1/11 15:00,-0.224014161
2020/1/11 16:00,-0.282788375
2020/1/11 17:00,-0.340109769
2020/1/11 18:00,-0.395750807
2020/1/11 19:00,-0.449490584
2020/1/11 20:00,-0.501115697
2020/1/11 21:00,-0.55042109
2020/1/11 22:00,-0.597210861
2020/1/11 23:00,-0.641299038
2020/1/12 0:00,-0.682510309
2020/1/12 1:00,-0.720680716
2020/1/12 2:00,-0.755658303
2020/1/12 3:00,-0.787303713
2020/1/12 4:00,-0.815490741
2020/1/12 5:00,-0.84010683
2020/1/12 6:00,-0.861053516
2020/1/12 7:00,-0.878246817
2020/1/12 8:00,-0.891617562
2020/1/12 9:00,-0.901111668
2020/1/12 10:00,-0.906690351
2020/1/12 11:00,-0.908330278
2020/1/12 12:00,-0.906023662
2020/1/12 13:00,-0.89977829
2020/1/12 14:00,-0.889617495
2020/1/12 15:00,-0.875580061
2020/1/12 16:00,-0.857720072
2020/1/12 17:00,-0.836106697
2020/1/12 18:00,-0.810823919
2020/1/12 19:00,-0.781970202
2020/1/12 20:00,-0.749658103
2020/1/12 21:00,-0.714013828
2020/1/12 22:00,-0.675176732
2020/1/12 23:00,-0.633298772
2020/1/13 0:00,-0.588543906
2020/1/13 1:00,-0.541087445
2020/1/13 2:00,-0.491115363
2020/1/13 3:00,-0.438823562
2020/1/13 4:00,-0.384417096
2020/1/13 5:00,-0.328109369
2020/1/13 6:00,-0.270121286
2020/1/13 7:00,-0.210680383
2020/1/13 8:00,-0.150019931
2020/1/13 9:00,-0.088378014
2020/1/13 10:00,-0.025996589
2020/1/13 11:00,0.036879469
2020/1/13 12:00,0.100003333
2020/1/13 13:00,0.163127197
2020/1/13 14:00,0.226003256
2020/1/13 15:00,0.288384681
2020/1/13 16:00,0.350026598
2020/1/13 17:00,0.41068705
2020/1/13 18:00,0.470127953
2020/1/13 19:00,0.528116036
2020/1/13 20:00,0.584423763
2020/1/13 21:00,0.638830228
2020/1/13 22:00,0.69112203
2020/1/13 23:00,0.741094112
2020/1/14 0:00,0.788550573
2020/1/14 1:00,0.833305439
2020/1/14 2:00,0.875183398
2020/1/14 3:00,0.914020494
2020/1/14 4:00,0.94966477
2020/1/14 5:00,0.981976869
2020/1/14 6:00,1.010830586
2020/1/14 7:00,1.036113364
2020/1/14 8:00,1.057726739
2020/1/14 9:00,1.075586728
2020/1/14 10:00,1.089624162
2020/1/14 11:00,1.099784957
2020/1/14 12:00,1.106030329
2020/1/14 13:00,1.108336945
2020/1/14 14:00,1.106697017
2020/1/14 15:00,1.101118335
2020/1/14 16:00,1.091624229
2020/1/14 17:00,1.078253483
2020/1/14 18:00,1.061060183
2020/1/14 19:00,1.040113497
2020/1/14 20:00,1.015497408
2020/1/14 21:00,0.98731038
2020/1/14 22:00,0.95566497
2020/1/14 23:00,0.920687383
2020/1/15 0:00,0.882516976
2020/1/15 1:00,0.841305705
2020/1/15 2:00,0.797217528
2020/1/15 3:00,0.750427757
2020/1/15 4:00,0.701122364
2020/1/15 5:00,0.649497251
2020/1/15 6:00,0.595757474
2020/1/15 7:00,0.540116436
2020/1/15 8:00,0.482795042
2020/1/15 9:00,0.424020828
2020/1/15 10:00,0.364027065
2020/1/15 11:00,0.303051837
2020/1/15 12:00,0.2413371
2020/1/15 13:00,0.179127731
2020/1/15 14:00,0.116670556
2020/1/15 15:00,0.054213381
2020/1/15 16:00,-0.007995989
2020/1/15 17:00,-0.069710726
2020/1/15 18:00,-0.130685954
2020/1/15 19:00,-0.190679716
2020/1/15 20:00,-0.24945393
2020/1/15 21:00,-0.306775325
2020/1/15 22:00,-0.362416363
2020/1/15 23:00,-0.416156139
2020/1/16 0:00,-0.467781252
2020/1/16 1:00,-0.517086645
2020/1/16 2:00,-0.563876417
2020/1/16 3:00,-0.607964594
2020/1/16 4:00,-0.649175865
2020/1/16 5:00,-0.687346272
2020/1/16 6:00,-0.722323859
2020/1/16 7:00,-0.753969269
2020/1/16 8:00,-0.782156297
2020/1/16 9:00,-0.806772386
2020/1/16 10:00,-0.827719072
2020/1/16 11:00,-0.844912372
2020/1/16 12:00,-0.858283117
2020/1/16 13:00,-0.867777223
2020/1/16 14:00,-0.873355906
2020/1/16 15:00,-0.874995833
2020/1/16 16:00,-0.872689217
2020/1/16 17:00,-0.866443846
2020/1/16 18:00,-0.856283051
2020/1/16 19:00,-0.842245617
2020/1/16 20:00,-0.824385627
